molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_type,assay_chembl_id,data_validity_comment,document_chembl_id,target_chembl_id
CHEMBL87128,CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],IC50,=,280.0,nM,6.55,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL160219,CNC(=O)Oc1ccc2c(c1)c1c(n2C)/C(=N\CCc2ccccc2)CC1,IC50,=,160.0,nM,6.80,B,CHEMBL643373,,CHEMBL1151505,CHEMBL220
CHEMBL445916,CCCn1c2c(c3c(Br)c(OC(=O)NC)ccc31)CC/C2=N/CC,IC50,=,230.0,nM,6.64,B,CHEMBL643373,,CHEMBL1151505,CHEMBL220
CHEMBL85473,COc1cc2cc(C(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,=,19580.0,nM,4.71,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL314502,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC#N)CC3)sc2cc1OC.[Br-],IC50,>,1000.0,nM,,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL87320,COCC[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],IC50,=,53.0,nM,7.28,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL87280,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)c3cc4cc(OC)c(OC)cc4s3)cc2)cc1,IC50,=,1000.0,nM,6.00,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL348607,CCCCNC(=O)Oc1ccc2c(c1Br)c1c(n2C)/C(=N\C)CC1,IC50,=,3170.0,nM,5.50,B,CHEMBL643373,,CHEMBL1151505,CHEMBL220
CHEMBL313809,COc1cc2cc(C(=O)C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,=,520.0,nM,6.28,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL87849,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2cc1OC,IC50,=,2.6,nM,8.59,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL314398,COc1cc2cc(C(=O)CC(OC)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,=,120.0,nM,6.92,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL87373,COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC.[Br-],IC50,=,110.0,nM,6.96,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL156931,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,IC50,=,3360.0,nM,5.47,B,CHEMBL643373,,CHEMBL1151505,CHEMBL220
CHEMBL83005,COc1cc2cc(C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,=,90.0,nM,7.05,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL315515,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC.[Br-],IC50,=,28.0,nM,7.55,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL441632,COc1cc2cc(C(=O)CCc3cc[n+](C)cc3)sc2cc1OC.[Br-],IC50,=,900.0,nM,6.05,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL87937,COCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,IC50,=,30.0,nM,7.52,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL441808,COc1cc2cc(C(=O)CC(O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,=,380.0,nM,6.42,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL87649,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccsc4)cc3)sc2cc1OC,IC50,=,6.0,nM,8.22,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL160836,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,IC50,=,140.0,nM,6.85,B,CHEMBL643373,,CHEMBL1151505,CHEMBL220
CHEMBL156861,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,IC50,=,180.0,nM,6.75,B,CHEMBL643373,,CHEMBL1151505,CHEMBL220
CHEMBL314766,COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],IC50,=,54.0,nM,7.27,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,=,665.0,nM,6.18,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL88026,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,=,8.0,nM,8.10,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL86233,COc1cc2cc(CC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,=,10000.0,nM,5.00,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL155350,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,IC50,=,160.0,nM,6.80,B,CHEMBL643373,,CHEMBL1151505,CHEMBL220
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,=,9.0,nM,8.05,B,CHEMBL643373,,CHEMBL1151505,CHEMBL220
CHEMBL155863,CCC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,IC50,=,3840.0,nM,5.42,B,CHEMBL643373,,CHEMBL1151505,CHEMBL220
CHEMBL87980,C=CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],IC50,=,540.0,nM,6.27,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL87441,CCOCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,IC50,=,7.0,nM,8.15,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,=,43.0,nM,7.37,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL158946,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,IC50,=,60.0,nM,7.22,B,CHEMBL643373,,CHEMBL1151505,CHEMBL220
CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,=,190.0,nM,6.72,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL87550,COc1cc2cc(C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,=,2670.0,nM,5.57,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL609440,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC.[Br-],IC50,=,4.5,nM,8.35,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL350464,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,IC50,=,5680.0,nM,5.25,B,CHEMBL643373,,CHEMBL1151505,CHEMBL220
CHEMBL313271,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccc([N+](=O)[O-])o4)CC3)sc2cc1OC.[Br-],IC50,=,32.0,nM,7.50,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL423313,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC(=O)OC(C)(C)C)CC3)sc2cc1OC.[Br-],IC50,=,79.0,nM,7.10,B,CHEMBL644831,,CHEMBL1135325,CHEMBL220
CHEMBL309667,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,IC50,=,10.9,nM,7.96,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL419470,C[C@@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,IC50,=,22.1,nM,7.66,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL80221,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,IC50,=,161.0,nM,6.79,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,=,27.9,nM,7.55,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL431844,Nc1c2c(nc3ccccc13)C1CCC2C1,IC50,=,31.5,nM,7.50,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL80247,CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CCNC12,IC50,=,13.8,nM,7.86,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL418917,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,IC50,=,40.8,nM,7.39,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL77896,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,IC50,=,1090.0,nM,5.96,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL369661,Nc1c2c(nc3c(Cl)cccc13)CCCC2,IC50,=,68.9,nM,7.16,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL419457,C[C@]12CCN(Cc3ccccc3)C1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12,IC50,,,nM,,B,CHEMBL644100,,CHEMBL1131001,CHEMBL220
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,=,61.0,nM,7.21,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,=,2.33,nM,8.63,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL74089,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2C,IC50,=,21.0,nM,7.68,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL134057,Nc1c2c(nc3cccc(Cl)c13)CCCC2,IC50,=,9.4,nM,8.03,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL76640,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2C,IC50,=,9890.0,nM,5.00,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL76241,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2C,IC50,=,330.0,nM,6.48,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL431784,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,IC50,=,56.7,nM,7.25,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL51934,Nc1c2c(nc3ccccc13)CCCC2O,IC50,=,164.0,nM,6.79,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL352500,Nc1c2c(nc3cc(Cl)ccc13)C1CCC2C1,IC50,=,4.5,nM,8.35,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL311118,CN1CC[C@@]2(C)C3=CC(=O)C(=O)C=C3N(C)C12,IC50,,,nM,,B,CHEMBL644100,,CHEMBL1131001,CHEMBL220
CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,=,1.8,nM,8.74,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL355740,Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1,IC50,=,84.3,nM,7.07,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL54727,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,IC50,=,24.0,nM,7.62,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL75919,CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,IC50,=,3500.0,nM,5.46,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,=,33.5,nM,7.47,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL309351,C[C@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,IC50,=,231.0,nM,6.64,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL310934,CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@@H]12,IC50,,,nM,,B,CHEMBL644100,,CHEMBL1131001,CHEMBL220
CHEMBL75743,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCNC1N2,IC50,=,1490.0,nM,5.83,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL76135,C[C@@]12CCN(Cc3ccccc3)C1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12,IC50,=,41130.0,nM,4.39,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL440497,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,IC50,=,3560.0,nM,5.45,B,CHEMBL644099,,CHEMBL1131001,CHEMBL220
CHEMBL368196,Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,IC50,=,42.2,nM,7.38,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL62084,Nc1c2c(nc3ccc(Cl)cc13)CCCC2,IC50,=,743.0,nM,6.13,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL172118,Nc1c2c(nc3ccc(Cl)cc13)C1CCC2C1,IC50,=,1100.0,nM,5.96,B,CHEMBL644838,,CHEMBL1126447,CHEMBL220
CHEMBL1202875,Cl.Cl.O.c1ccc(CN2CCC(CCOc3ccc(-c4ccccc4)nn3)CC2)cc1,IC50,=,710.0,nM,6.15,B,CHEMBL644839,,CHEMBL1134774,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,=,143.0,nM,6.84,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL62084,Nc1c2c(nc3ccc(Cl)cc13)CCCC2,IC50,=,3680.0,nM,5.43,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL134057,Nc1c2c(nc3cccc(Cl)c13)CCCC2,IC50,=,39.0,nM,7.41,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL436367,Nc1c2c(nc3c1CCCO3)CCCC2,IC50,=,455.0,nM,6.34,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL132365,COc1cccc2nc3c(c(N)c12)CCCC3,IC50,=,615.0,nM,6.21,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL3215535,Cl.Cl.c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1,IC50,=,140.0,nM,6.85,B,CHEMBL644839,,CHEMBL1134774,CHEMBL220
CHEMBL1202865,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CCC4)CC2)cc1,IC50,=,120.0,nM,6.92,B,CHEMBL644839,,CHEMBL1134774,CHEMBL220
CHEMBL133520,Nc1c2c(nc3cccc(F)c13)OCCC2,IC50,=,335.0,nM,6.47,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL130373,Nc1c2c(nc3cnccc13)OCCC2,IC50,=,42.0,nM,7.38,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,=,95.0,nM,7.02,B,CHEMBL644839,,CHEMBL1134774,CHEMBL220
CHEMBL1202884,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4ccc5ccccc5c4nn3)CC2)cc1,IC50,=,190.0,nM,6.72,B,CHEMBL644839,,CHEMBL1134774,CHEMBL220
CHEMBL263198,Nc1c2c(nc3c1CCCC3)CCCC2,IC50,=,360.0,nM,6.44,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL133906,Cc1cccc2nc3c(c(N)c12)CCCC3,IC50,=,99.0,nM,7.00,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL1204162,Cl.O.c1ccc(CN2CCC(CCN=c3cc4c(n[nH]3)-c3ccccc3C4)CC2)cc1,IC50,=,74.0,nM,7.13,B,CHEMBL644839,,CHEMBL1134774,CHEMBL220
CHEMBL134240,Nc1c2c(nc3ccc(Cl)cc13)OCCC2,IC50,=,9810.0,nM,5.01,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL132030,Nc1c2c(nc3cccc(F)c13)CCCC2,IC50,=,78.0,nM,7.11,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL133448,Nc1c2c(nc3ncccc13)CCCC2,IC50,=,429.0,nM,6.37,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL130880,Nc1c2c(nc3c1CCC3)CCCC2,IC50,=,658.0,nM,6.18,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL1202874,Cl.Cl.c1ccc(CN2CCC(CCSc3ccc(-c4ccccc4)nn3)CC2)cc1,IC50,=,470.0,nM,6.33,B,CHEMBL644839,,CHEMBL1134774,CHEMBL220
CHEMBL133441,Nc1c2c(nc3ncccc13)OCCC2,IC50,=,6262.0,nM,5.20,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL130427,Nc1c2c(nc3cnccc13)CCCC2,IC50,=,2600.0,nM,5.58,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL134154,COc1cccc2nc3c(c(N)c12)CCCO3,IC50,=,606.0,nM,6.22,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL132260,Nc1c2c(nc3ccccc13)OCCC2,IC50,=,266.0,nM,6.58,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL1204299,Cc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O,IC50,=,39.0,nM,7.41,B,CHEMBL644839,,CHEMBL1134774,CHEMBL220
CHEMBL1204296,CCc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O,IC50,=,66.0,nM,7.18,B,CHEMBL644839,,CHEMBL1134774,CHEMBL220
CHEMBL1202885,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CC4)CC2)cc1,IC50,=,190.0,nM,6.72,B,CHEMBL644839,,CHEMBL1134774,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,=,16.0,nM,7.80,B,CHEMBL644839,,CHEMBL1134774,CHEMBL220
CHEMBL337453,Nc1c2c(nc3cccc(Cl)c13)OCCC2,IC50,=,313.0,nM,6.50,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL335922,Nc1c2c(nc3c1CCCO3)CCC2,IC50,=,1120.0,nM,5.95,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL132619,Cc1cccc2nc3c(c(N)c12)CCCO3,IC50,=,150.0,nM,6.82,B,CHEMBL644109,,CHEMBL1126001,CHEMBL220
CHEMBL293316,C=CC[N+](C)(C)c1cccc(OC)c1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL61515,C=CCC[N+](C)(C)c1ccccc1O.[Br-],IC50,=,10000.0,nM,5.00,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL54126,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],IC50,=,2.0,nM,8.70,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL442361,COc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL58034,C[N+](C)(C)Cc1cccc(O)c1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL61965,COc1ccc(C(=O)COc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-],IC50,=,10000.0,nM,5.00,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL59790,COc1ccc(C(=O)CCc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-],IC50,=,3000.0,nM,5.52,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL62210,CC(=O)Oc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL57003,C=CC[N+](C)(C)c1ccc(OC(C)=O)cc1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL291783,C[N+](C)(Cc1ccccc1)c1ccccc1O.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL294498,C=CC[N+](C)(C)Cc1cccc(O)c1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL300170,COc1ccc(C(=O)CCc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-],IC50,=,1300.0,nM,5.89,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL61312,C=CC[N+](C)(C)c1cccc(O)c1.[Br-],IC50,=,3000.0,nM,5.52,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL293268,COc1cccc(C[N+](C)(C)Cc2ccccc2)c1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL293751,COc1cccc([N+](C)(C)Cc2ccccc2)c1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL59192,C=CC[N+](C)(C)c1cccc(OC(C)=O)c1.[Br-],IC50,=,1000.0,nM,6.00,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL300176,COc1cccc(C[N+](C)(C)C)c1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL61905,COc1ccccc1[N+](C)(C)Cc1ccccc1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL58511,C=CC[N+](C)(C)c1ccc(OCC(=O)c2ccc(OC)c(OC)c2)cc1.[Br-],IC50,=,10000.0,nM,5.00,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL59074,COc1ccc(C(=O)CCc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],IC50,=,1040.0,nM,5.98,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL294674,C=C(C)C[N+](C)(C)c1ccccc1O.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL57842,C=CC[N+](C)(C)c1ccc(OC)cc1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL299898,CC(=O)Oc1ccccc1[N+](C)(C)Cc1ccccc1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL60596,C=CC[N+](C)(C)c1ccccc1O.[Br-],IC50,=,1850.0,nM,5.73,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL62031,COc1ccc(C(=O)COc2cccc([N+](C)(C)C)c2)cc1OC.[Br-],IC50,=,10000.0,nM,5.00,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL60074,COc1ccc(C(=O)COc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],IC50,=,330.0,nM,6.48,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL59490,C=CC[N+](C)(C)Cc1cccc(OC)c1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL61180,C[N+](C)(Cc1ccccc1)Cc1cccc(O)c1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL60180,COc1ccc(C(=O)COc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-],IC50,=,10000.0,nM,5.00,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL294152,C=C(C)C[N+](C)(C)c1ccccc1OC.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL305386,C=C(C)C[N+](C)(C)c1cccc(OC)c1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL294897,C[N+](C)(Cc1ccccc1)c1ccc(O)cc1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL58190,CC(=O)Oc1cccc([N+](C)(C)Cc2ccccc2)c1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL60745,CC[N+](C)(C)c1cccc(O)c1.[Br-],IC50,=,3960.0,nM,5.40,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL58252,C=CC[N+](C)(C)c1ccc(O)cc1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL58194,C=CC[N+](C)(C)c1ccccc1OC.[Br-],IC50,=,1000.0,nM,6.00,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL61126,C=C(C)C[N+](C)(C)c1cccc(O)c1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL294251,COc1ccc(C(=O)CCc2cccc([N+](C)(C)C)c2)cc1OC.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL60874,C[N+](C)(Cc1ccccc1)c1cccc(O)c1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL294292,C=C(C)C[N+](C)(C)c1ccc(O)cc1.[Br-],IC50,>,10000.0,nM,,B,CHEMBL645004,,CHEMBL1135872,CHEMBL220
CHEMBL299435,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3cccc4c(N(C)C)cccc34)[C@H]12,IC50,>,100000.0,nM,,B,CHEMBL643377,,CHEMBL1135388,CHEMBL220
CHEMBL305670,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2C,IC50,=,23.0,nM,7.64,B,CHEMBL644788,,CHEMBL1124889,CHEMBL220
