molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,assay_type,document_chembl_id,target_chembl_id
CHEMBL160347,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,Inhibition,,,%,,Not Determined,B,CHEMBL1151505,CHEMBL220
CHEMBL160347,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,Inhibition,,,%,,Not Determined,B,CHEMBL1151505,CHEMBL220
CHEMBL160347,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,Inhibition,,,%,,Not Determined,B,CHEMBL1151505,CHEMBL220
CHEMBL160347,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,Inhibition,,,%,,Not Determined,B,CHEMBL1151505,CHEMBL220
CHEMBL160836,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,Inhibition,=,15.1,%,,,B,CHEMBL1151505,CHEMBL220
CHEMBL160836,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,Inhibition,=,19.4,%,,,B,CHEMBL1151505,CHEMBL220
CHEMBL160836,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,Inhibition,=,30.9,%,,,B,CHEMBL1151505,CHEMBL220
CHEMBL160836,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,Inhibition,=,0.2,%,,,B,CHEMBL1151505,CHEMBL220
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,Inhibition,=,33.2,%,,,B,CHEMBL1151505,CHEMBL220
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,Inhibition,=,52.3,%,,,B,CHEMBL1151505,CHEMBL220
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,Inhibition,=,72.9,%,,,B,CHEMBL1151505,CHEMBL220
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,Inhibition,=,20.8,%,,,B,CHEMBL1151505,CHEMBL220
CHEMBL158946,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,Inhibition,,,%,,,B,CHEMBL1151505,CHEMBL220
CHEMBL158946,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,Inhibition,,,%,,,B,CHEMBL1151505,CHEMBL220
CHEMBL158946,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,Inhibition,,,%,,,B,CHEMBL1151505,CHEMBL220
CHEMBL158946,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,Inhibition,,,%,,,B,CHEMBL1151505,CHEMBL220
CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Inhibition,=,20.0,%,,,B,CHEMBL1134474,CHEMBL220
CHEMBL65,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,Inhibition,=,23.0,%,,,B,CHEMBL1134474,CHEMBL220
CHEMBL288053,CCc1c2c(nc3ccc4c(c13)N(C)CCO4)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,Inhibition,=,19.0,%,,,B,CHEMBL1134474,CHEMBL220
CHEMBL290652,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c4c(cc(CN5CCOCC5)c3nc2-1)OCCN4,Inhibition,,,%,,Not Determined,B,CHEMBL1134474,CHEMBL220
CHEMBL296862,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c4c(ccc3nc2-1)OCCN4CC#N,Inhibition,=,20.0,%,,,B,CHEMBL1134474,CHEMBL220
CHEMBL297040,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c4c(cc(CN(C)C)c3nc2-1)OCCN4,Inhibition,,,%,,Not Determined,B,CHEMBL1134474,CHEMBL220
CHEMBL837,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,Inhibition,=,13.0,%,,,B,CHEMBL1134474,CHEMBL220
CHEMBL44044,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c4c(ccc3nc2-1)OCCN4,Inhibition,=,13.0,%,,,B,CHEMBL1134474,CHEMBL220
CHEMBL289665,CCc1c2c(nc3ccc4c(c13)NCCO4)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,Inhibition,=,12.0,%,,,B,CHEMBL1134474,CHEMBL220
CHEMBL445883,CCN1CCOc2ccc3nc4c(cc3c21)Cn1c-4cc2c(c1=O)COC(=O)[C@]2(O)CC,Inhibition,=,9.0,%,,,B,CHEMBL1134474,CHEMBL220
CHEMBL297811,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c4c(ccc3nc2-1)OCCN4C,Inhibition,=,14.0,%,,,B,CHEMBL1134474,CHEMBL220
CHEMBL41652,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c4c(ccc3nc2-1)OCCN4CCN,Inhibition,=,17.0,%,,,B,CHEMBL1134474,CHEMBL220
CHEMBL294784,C/C=C1\C2C=C(C)CC1(OC(C)=O)c1ccc(O)nc1C2,Inhibition,=,6.36,%,,,B,CHEMBL1133307,CHEMBL220
CHEMBL292299,C/C=C1\C2C=C(C)CC1(O)c1ccc(O)nc1C2,Inhibition,=,50.0,%,,,B,CHEMBL1133307,CHEMBL220
CHEMBL293254,C/C=C1\C2C=C(C)CC1(F)c1ccc(O)nc1C2,Inhibition,=,50.0,%,,,B,CHEMBL1133307,CHEMBL220
CHEMBL325338,CCC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2,Inhibition,,,%,,No data,B,CHEMBL1133449,CHEMBL220
CHEMBL109870,CC1=CC2Cc3nc4cc(C)ccc4c(N)c3C(C1)C2,Inhibition,,,%,,No data,B,CHEMBL1133449,CHEMBL220
CHEMBL322106,CCC1=CC2Cc3nc4cccc(C)c4c(N)c3C(C1)C2,Inhibition,,,%,,No data,B,CHEMBL1133449,CHEMBL220
CHEMBL322281,CC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2,Inhibition,,,%,,No data,B,CHEMBL1133449,CHEMBL220
CHEMBL322343,CCC1=CC2Cc3nc4cc(C)ccc4c(N)c3C(C1)C2,Inhibition,,,%,,No data,B,CHEMBL1133449,CHEMBL220
CHEMBL340427,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,Inhibition,<,10.0,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL189957,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,Inhibition,<,10.0,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL191416,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,Inhibition,=,29.2,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL190060,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2cccc4ccccc24)C3=O)c1,Inhibition,=,37.2,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL191386,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2ccc4ccccc4c2)C3=O)c1,Inhibition,=,35.0,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL190528,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,Inhibition,=,41.0,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL364545,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cccc4ccccc24)C3=O)c1,Inhibition,=,66.7,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL365678,CCC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccc4ccccc4c2)C3=O)c1,Inhibition,=,53.3,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL191314,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2c4ccccc4cc4ccccc24)C3=O)c1,Inhibition,=,65.3,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL370961,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccccc2)C3=O)c1,Inhibition,=,43.3,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL372710,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccc(Cl)c(Cl)c2)C3=O)c1,Inhibition,=,49.1,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL364678,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cc(Cl)cc(Cl)c2)C3=O)c1,Inhibition,=,47.6,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL191461,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)C/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,Inhibition,=,32.8,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL363588,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,Inhibition,=,45.3,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL365136,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)CC/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,Inhibition,=,33.3,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL371798,CN(CCCCCCCOc1ccc2c(c1)O/C(=C\c1cccc3ccccc13)C2=O)Cc1cccc(O)c1,Inhibition,=,49.5,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL189797,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OCC3=O)c1,Inhibition,=,17.5,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,Inhibition,=,30.0,%,,,F,CHEMBL1140306,CHEMBL220
CHEMBL205431,COc1ccc(C(O)C2NCCc3cc(OC)c(OC)cc32)cc1OC,Inhibition,=,45.9,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL19224,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,Inhibition,=,88.2,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL205040,COc1ccc(C(=O)c2nccc3cc(OC)c(OC)cc23)cc1OC,Inhibition,=,38.6,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL207932,COc1cc2ccnc(C(=O)c3ccccc3)c2cc1OC,Inhibition,=,8.4,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL207931,COc1ccc(C(O)c2nccc3cc(OC)c(OC)cc23)cc1OC,Inhibition,=,88.7,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL208132,COc1cc2ccnc(C(O)c3ccccc3OC)c2cc1OC,Inhibition,=,67.8,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL206259,COc1ccccc1C(O)c1nccc2ccccc12,Inhibition,=,14.7,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL206925,COc1ccc(C(O)c2nccc3ccccc23)cc1,Inhibition,=,11.4,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL383242,COc1ccc(CC2=[N+](C)CCc3cc(OC)c(OC)cc32)cc1OC,Inhibition,=,90.2,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL206505,COc1ccc2c(c1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,Inhibition,=,34.5,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL383038,COC(=O)N1CCc2c(cc(OC)c(OC)c2OC)C1Cc1ccc(OC)c(OC)c1,Inhibition,=,13.4,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL539941,COc1ccc(CC2c3cc(OC)c(OC)c(OC)c3CCN2C=O)cc1OC,Inhibition,=,17.7,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL205317,COc1cc2c(c(OC)c1OC)CCN(C=O)C2Cc1ccc2c(c1)OCO2,Inhibition,=,14.5,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL204891,COc1cc2c(cc1OC)C(Cc1ccc3c(c1)OCO3)N(C=O)CC2,Inhibition,=,13.2,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL205855,COc1cc2c(cc1OC)C(Cc1ccc3c(c1)OCO3)N(C)CC2,Inhibition,=,38.4,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL1407,COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC,Inhibition,=,46.6,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL205431,COc1ccc(C(O)C2NCCc3cc(OC)c(OC)cc32)cc1OC,Inhibition,=,11.4,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL19224,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,Inhibition,=,46.4,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL205040,COc1ccc(C(=O)c2nccc3cc(OC)c(OC)cc23)cc1OC,Inhibition,=,2.3,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL207932,COc1cc2ccnc(C(=O)c3ccccc3)c2cc1OC,Inhibition,=,4.6,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL207931,COc1ccc(C(O)c2nccc3cc(OC)c(OC)cc23)cc1OC,Inhibition,=,45.5,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL208132,COc1cc2ccnc(C(O)c3ccccc3OC)c2cc1OC,Inhibition,=,53.5,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL206259,COc1ccccc1C(O)c1nccc2ccccc12,Inhibition,=,-4.0,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL206925,COc1ccc(C(O)c2nccc3ccccc23)cc1,Inhibition,=,3.5,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL383242,COc1ccc(CC2=[N+](C)CCc3cc(OC)c(OC)cc32)cc1OC,Inhibition,=,52.4,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL206505,COc1ccc2c(c1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,Inhibition,=,9.3,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL383038,COC(=O)N1CCc2c(cc(OC)c(OC)c2OC)C1Cc1ccc(OC)c(OC)c1,Inhibition,=,4.2,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL539941,COc1ccc(CC2c3cc(OC)c(OC)c(OC)c3CCN2C=O)cc1OC,Inhibition,=,2.4,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL205317,COc1cc2c(c(OC)c1OC)CCN(C=O)C2Cc1ccc2c(c1)OCO2,Inhibition,=,4.5,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL204891,COc1cc2c(cc1OC)C(Cc1ccc3c(c1)OCO3)N(C=O)CC2,Inhibition,=,2.5,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL205855,COc1cc2c(cc1OC)C(Cc1ccc3c(c1)OCO3)N(C)CC2,Inhibition,=,9.6,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL1407,COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC,Inhibition,=,9.2,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL208310,COC(=O)N1CCc2c(OC)c(OC)c(OC)c3c2C1Cc1cc(OC)c(OC)cc1-3,Inhibition,=,15.9,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL208310,COC(=O)N1CCc2c(OC)c(OC)c(OC)c3c2C1Cc1cc(OC)c(OC)cc1-3,Inhibition,=,7.3,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL208132,COc1cc2ccnc(C(O)c3ccccc3OC)c2cc1OC,Inhibition,=,0.0,%,,,B,CHEMBL1146949,CHEMBL220
CHEMBL214268,O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1,Inhibition,<,10.0,%,,,B,CHEMBL1138064,CHEMBL220
CHEMBL225024,COc1cc2ccc(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibition,=,30.1,%,,,B,CHEMBL1149251,CHEMBL220
CHEMBL500996,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC.Cl.Cl.Cl.Cl,Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL222856,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC.O=C(O)C(=O)O,Inhibition,<,5.0,%,,,B,CHEMBL1149275,CHEMBL220
CHEMBL385130,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC.O=C(O)C(=O)O,Inhibition,<,5.0,%,,,B,CHEMBL1149275,CHEMBL220
CHEMBL222904,CCN(CCCCCC(=O)N1CCC(C2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC.O=C(O)C(=O)O,Inhibition,=,41.0,%,,,B,CHEMBL1149275,CHEMBL220
CHEMBL222946,CCN(CCCCCC(=O)N1CCC(CC2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC.O=C(O)C(=O)O,Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL387394,CCN(CCCCCC(=O)N1CCC(CCC2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC.O=C(O)C(=O)O,Inhibition,=,15.0,%,,,B,CHEMBL1149275,CHEMBL220
CHEMBL222378,CCN(CCCCCC(=O)N1CCC(CCCC2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC.O=C(O)C(=O)O,Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL222340,CCN(CCCCCC(=O)Nc1ccc(-c2ccc(NC(=O)CCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC.O=C(O)C(=O)O,Inhibition,=,35.0,%,,,B,CHEMBL1149275,CHEMBL220
CHEMBL222818,CCN(CCCCCC(=O)Nc1ccc(Cc2ccc(NC(=O)CCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC.O=C(O)C(=O)O,Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL611732,CCN(CCCCCCNc1ccc(CCc2ccc(NCCCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC,Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL222037,CCN(CCCCCCNc1ccc(Cc2ccc(NCCCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC,Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL222044,CCN(CCCCCCNc1ccc(-c2ccc(NCCCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC,Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL222043,CC[N+](C)(CCCCCC(=O)Nc1ccc(CCc2ccc(NC(=O)CCCCC[N+](C)(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC.[I-].[I-],Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL221992,CC[N+](C)(CCCCCC(=O)N1CCC(CCCC2CCN(C(=O)CCCCC[N+](C)(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC.[I-].[I-],Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL19949,CC[N+](C)(CCCCCC(=O)N1CCC(CCC2CCN(C(=O)CCCCC[N+](C)(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC.[I-].[I-],Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL222875,CCN(CCCCCC(=O)Nc1ccc(CCc2ccc(NC(=O)CCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC.O=C(O)C(=O)O,Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,=,22.0,%,,,B,CHEMBL1149275,CHEMBL220
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,Inhibition,,,%,,Not Determined,B,CHEMBL1149275,CHEMBL220
CHEMBL225567,O=C(CCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Inhibition,=,98.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL225567,O=C(CCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Inhibition,=,49.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL225198,O=C(CCc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Inhibition,=,96.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL225198,O=C(CCc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Inhibition,=,65.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL223443,O=C(Cc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Inhibition,=,84.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL223443,O=C(Cc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Inhibition,=,63.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL225021,O=C(CCCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Inhibition,=,99.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL225021,O=C(CCCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Inhibition,=,63.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL225326,O=C(Cc1c[nH]c2ccc(Br)cc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Inhibition,=,82.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL225326,O=C(Cc1c[nH]c2ccc(Br)cc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Inhibition,=,62.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,Inhibition,=,0.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL345124,CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-],Inhibition,=,46.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL1190,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,Inhibition,=,0.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,=,0.0,%,,,F,CHEMBL1139473,CHEMBL220
CHEMBL60745,CC[N+](C)(C)c1cccc(O)c1.[Br-],Inhibition,,,%,,Not Determined,F,CHEMBL1139473,CHEMBL220
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,Inhibition,,,%,,Not Determined,F,CHEMBL1139473,CHEMBL220
CHEMBL75121,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,Inhibition,=,35.0,%,,,B,CHEMBL1148720,CHEMBL220
CHEMBL244624,CN(Cc1ccccc1)Cc1ccc(-c2cc3cc(N)ccc3oc2=O)cc1,Inhibition,<,5.0,%,,,B,CHEMBL1148720,CHEMBL220
CHEMBL244619,CN(Cc1ccccc1)Cc1ccc(-c2cc3cc([N+](=O)[O-])ccc3oc2=O)cc1,Inhibition,<,5.0,%,,,B,CHEMBL1148720,CHEMBL220
CHEMBL396247,COc1cc2cc(-c3ccc(CN(CCO)Cc4ccccc4)cc3)c(=O)oc2cc1OC,Inhibition,=,6.0,%,,,B,CHEMBL1148720,CHEMBL220
CHEMBL244416,CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OC)c(OC)cc3oc2=O)cc1,Inhibition,=,38.0,%,,,B,CHEMBL1148720,CHEMBL220
CHEMBL389825,COc1ccccc1CN(C)Cc1ccc(-c2cc3cc(OC)c(OC)cc3oc2=O)cc1,Inhibition,=,15.0,%,,,B,CHEMBL1148720,CHEMBL220
CHEMBL243532,COc1ccc2oc(=O)c(-c3ccc(CN(C)Cc4ccccc4)cc3)cc2c1,Inhibition,<,5.0,%,,,B,CHEMBL1148720,CHEMBL220
CHEMBL413793,COc1ccc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2c1,Inhibition,<,5.0,%,,,B,CHEMBL1148720,CHEMBL220
CHEMBL243310,COc1cc2cc(-c3cccc(CN(C)Cc4ccccc4)c3)c(=O)oc2cc1OC,Inhibition,=,25.0,%,,,B,CHEMBL1148720,CHEMBL220
CHEMBL557586,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC.Cl.Cl,Inhibition,<,5.0,%,,,B,CHEMBL1148814,CHEMBL220
CHEMBL243055,CCN(CCCCCCNC1=C(F)C(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=C(F)C1=O)Cc1ccccc1OC,Inhibition,,,%,,Not Determined,B,CHEMBL1148814,CHEMBL220
CHEMBL241960,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccncc2)=CC1=O)Cc1ccncc1,Inhibition,,,%,,Not Determined,B,CHEMBL1148814,CHEMBL220
CHEMBL241974,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2cccnc2)=CC1=O)Cc1cccnc1,Inhibition,,,%,,Not Determined,B,CHEMBL1148814,CHEMBL220
CHEMBL244762,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccn2)=CC1=O)Cc1ccccn1,Inhibition,,,%,,Not Determined,B,CHEMBL1148814,CHEMBL220
CHEMBL390247,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2cccs2)=CC1=O)Cc1cccs1,Inhibition,,,%,,Not Determined,B,CHEMBL1148814,CHEMBL220
CHEMBL276444,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccco2)=CC1=O)Cc1ccco1,Inhibition,,,%,,Not Determined,B,CHEMBL1148814,CHEMBL220
