molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,assay_type,document_chembl_id,target_chembl_id
CHEMBL2315708,COc1cc(/C=C/B(O)O)cc(OC)c1,Inhibition,,,%,,,B,CHEMBL2311255,CHEMBL220
CHEMBL2315707,COc1ccc(/C=C/B(O)O)cc1,Inhibition,,,%,,,B,CHEMBL2311255,CHEMBL220
CHEMBL2315706,OB(O)/C=C/c1ccc(F)cc1,Inhibition,,,%,,,B,CHEMBL2311255,CHEMBL220
CHEMBL2315705,OB(O)/C=C/c1ccc(C(F)(F)F)cc1,Inhibition,,,%,,,B,CHEMBL2311255,CHEMBL220
CHEMBL559289,OB(O)/C=C/c1ccccc1,Inhibition,,,%,,,B,CHEMBL2311255,CHEMBL220
CHEMBL2323356,CCOc1ccc(/C=N/NC(=O)CN2CCC(Cc3ccccc3)CC2)cc1,Inhibition,,,%,,Dose-dependent effect,B,CHEMBL2321855,CHEMBL220
CHEMBL2381388,O=C(/C=C/c1ccccc1)c1cccc(CN2CCN(Cc3ccccc3)CC2)c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381389,CCN(CC)Cc1cccc(C(=O)/C=C/c2ccc3ccccc3c2)c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381390,CCN(CC)Cc1cccc(C(=O)/C=C/c2ccc(OC)c(OC)c2)c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381391,COc1ccc(/C=C/C(=O)c2cccc(CN3CCN(Cc4ccccc4)CC3)c2)cc1OC,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2380323,CCN(CC)Cc1cccc(C(=O)/C=C/c2ccc(OC)cc2)c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381392,COc1ccc(/C=C/C(=O)c2cccc(CN3CCC(c4ccccc4)CC3)c2)cc1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381393,COc1ccc(/C=C/C(=O)c2cccc(CN3CCN(Cc4ccccc4)CC3)c2)cc1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381394,CCN(CC)Cc1cccc(C(=O)/C=C/c2cccc(OC)c2)c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381395,COc1cccc(/C=C/C(=O)c2cccc(CN3CCC(c4ccccc4)CC3)c2)c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381396,COc1cccc(/C=C/C(=O)c2cccc(CN3CCN(Cc4ccccc4)CC3)c2)c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381397,CCN(CC)Cc1cccc(C(=O)/C=C/c2ccc(F)cc2)c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381398,CCN(CC)Cc1cccc(C(=O)/C=C/c2ccc(Cl)cc2)c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381399,CCN(CC)Cc1cccc(C(=O)/C=C/c2ccc(Br)cc2)c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381400,CCN(CC)Cc1cccc(C(=O)/C=C/c2ccc(-c3ccccc3)cc2)c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381401,COc1ccc2cc(C(=O)CN3CCN(Cc4ccccc4)CC3)c(=O)oc2c1,Inhibition,=,57.0,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381402,COc1ccc2cc(C(=O)CN3CCC(c4ccccc4)CC3)c(=O)oc2c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381403,COc1ccc2cc(C(=O)CN3CCN(c4ccccc4)CC3)c(=O)oc2c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381383,COc1ccc2cc(C(=O)CN3CCN(c4ccccn4)CC3)c(=O)oc2c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381384,COc1ccc2cc(C(=O)CN3CCN(c4ncccn4)CC3)c(=O)oc2c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381385,COc1ccc2cc(C(=O)CN3CCOCC3)c(=O)oc2c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381386,COc1ccc2cc(C(=O)CN3CCC(Cc4ccccc4)CC3)c(=O)oc2c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2381387,CCN(CC)Cc1cccc(C(=O)/C=C/c2ccccc2)c1,Inhibition,,,%,,,B,CHEMBL2380294,CHEMBL220
CHEMBL2393067,CCN(CC)CCCCOc1ccc2c(=O)cc(-c3ccccc3)oc2c1C,Inhibition,,,%,,,B,CHEMBL2390956,CHEMBL220
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,Inhibition,=,92.54,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425416,N#Cc1ccc(NC(=S)NNC=C2C(=O)NC(=O)NC2=O)cc1,Inhibition,=,11.37,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425415,COc1ccc(NC(=S)NNC=C2C(=O)NC(=S)NC2=O)cc1,Inhibition,=,59.08,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425414,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(C(F)(F)F)cc1,Inhibition,=,75.56,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425412,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(Br)cc1,Inhibition,=,80.39,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425410,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(Cl)cc1,Inhibition,=,61.96,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425409,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(F)cc1,Inhibition,=,86.93,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425408,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccccc1,Inhibition,=,73.23,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425406,O=C1NC(=O)C(=CNNC(=O)Nc2ccccc2)C(=O)N1,Inhibition,=,39.61,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425407,O=C(NNC=C1C(=O)NC(=S)NC1=O)Nc1ccccc1,Inhibition,=,66.8,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425418,NC(=S)NNC=C1C(=O)NC(=O)NC1=O,Inhibition,=,65.75,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425417,CC(=O)NC=C1C(=O)NC(=O)NC1=O,Inhibition,=,77.65,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425413,O=C1NC(=O)C(=CNNC(=S)Nc2cccc(C(F)(F)F)c2)C(=O)N1,Inhibition,=,83.26,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL2425411,Cc1cccc(Cl)c1NC(=S)NNC=C1C(=O)NC(=O)NC1=O,Inhibition,=,49.41,%,,,B,CHEMBL2424571,CHEMBL220
CHEMBL3087674,CC(C)Cc1ccc(C(C)C(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3)=CC2=O)cc1,Inhibition,=,26.3,%,,,B,CHEMBL3085683,CHEMBL220
CHEMBL51085,O=c1c2ccccc2[se]n1-c1ccccc1,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,Inhibition,=,10.3,%,,,B,CHEMBL3085626,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,=,21.1,%,,,B,CHEMBL3085626,CHEMBL220
CHEMBL3086279,COc1cc2c(cc1OC)[Se](=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL3086278,COc1cc2[se]n(CCCCC3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC,Inhibition,=,46.3,%,,,B,CHEMBL3085626,CHEMBL220
CHEMBL3086277,COc1cc2[se]n(CCCC3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC,Inhibition,=,26.3,%,,,B,CHEMBL3085626,CHEMBL220
CHEMBL3086276,COc1cc2[se]n(CCC3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC,Inhibition,=,21.4,%,,,B,CHEMBL3085626,CHEMBL220
CHEMBL3086275,O=c1c2ccc(Cl)cc2[se]n1CCC1CCN(Cc2ccccc2)CC1,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL3086274,O=c1c2ccc(F)cc2[se]n1CCC1CCN(Cc2ccccc2)CC1,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL3086273,O=c1c2ccccc2[se]n1CCC1CCN(Cc2ccccc2)CC1,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL3086272,COc1cc2[se]n(CC3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL3086271,O=c1c2ccc(Cl)cc2[se]n1CC1CCN(Cc2ccccc2)CC1,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL3086270,O=c1c2ccc(F)cc2[se]n1CC1CCN(Cc2ccccc2)CC1,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL3086269,O=c1c2ccccc2[se]n1CC1CCN(Cc2ccccc2)CC1,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL3086268,COc1cc2[se]n(C3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL3086267,O=c1c2ccc(Cl)cc2[se]n1C1CCN(Cc2ccccc2)CC1,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL3086266,O=c1c2ccc(F)cc2[se]n1C1CCN(Cc2ccccc2)CC1,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL3086353,O=c1c2ccccc2[se]n1C1CCN(Cc2ccccc2)CC1,Inhibition,,,%,,Not Determined,B,CHEMBL3085626,CHEMBL220
CHEMBL3093174,COc1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,Inhibition,,,%,,,B,CHEMBL3091317,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,=,22.0,%,,,B,CHEMBL3091317,CHEMBL220
CHEMBL3099500,CN(CCCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,Inhibition,=,42.0,%,,,B,CHEMBL3098022,CHEMBL220
CHEMBL3099499,CN(CCCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2,Inhibition,=,42.0,%,,,B,CHEMBL3098022,CHEMBL220
CHEMBL3099498,O=C(CC[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1)NCC(=O)Nc1cccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc12)CCCC3,Inhibition,=,26.0,%,,,B,CHEMBL3098022,CHEMBL220
CHEMBL3099497,Nc1cccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc12)CCCC3,Inhibition,,,%,,Not Determined,B,CHEMBL3098022,CHEMBL220
CHEMBL3099496,O=[N+]([O-])c1cccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc12)CCCC3,Inhibition,,,%,,Not Determined,B,CHEMBL3098022,CHEMBL220
CHEMBL489454,CN(CCCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,Inhibition,=,50.0,%,,,B,CHEMBL3098022,CHEMBL220
CHEMBL129108,c1ccc2c(NCCCCCCCCSc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,Inhibition,,,%,,Not Determined,B,CHEMBL3098022,CHEMBL220
CHEMBL3099899,COc1ccc(CNC(=O)c2cc(-c3cc(Cl)cc(Cl)c3)cnc2-c2cccnc2)cc1OC,Inhibition,=,-12.0,%,,,B,CHEMBL3098111,CHEMBL220
CHEMBL3116284,c1ccc2c(COc3nn(CCN4CCCCC4)c4ccccc34)cccc2c1,Inhibition,,,%,,,B,CHEMBL3112400,CHEMBL220
CHEMBL3116282,CC(C)N(CCn1nc(OCc2cccc3ccccc23)c2ccccc21)C(C)C,Inhibition,,,%,,,B,CHEMBL3112400,CHEMBL220
CHEMBL3122167,CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,Inhibition,,,%,,,B,CHEMBL3120164,CHEMBL220
CHEMBL3122149,CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3,Inhibition,,,%,,,B,CHEMBL3120164,CHEMBL220
CHEMBL3122148,CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccc(OC)cc1)CCC3,Inhibition,=,10.2,%,,,B,CHEMBL3120164,CHEMBL220
CHEMBL3122147,CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,Inhibition,=,17.8,%,,,B,CHEMBL3120164,CHEMBL220
CHEMBL3122146,CCOC(=O)c1ccc2nc(-c3ccc(C(=O)OC)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3,Inhibition,=,15.7,%,,,B,CHEMBL3120164,CHEMBL220
CHEMBL3122172,CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3,Inhibition,=,10.0,%,,,B,CHEMBL3120164,CHEMBL220
CHEMBL3120185,CCOC(=O)c1ccc2nc(-c3ccc(C(=O)OC)cc3)c3c(c2c1)N(Cc1ccccc1)C(=O)CC3,Inhibition,=,13.8,%,,,B,CHEMBL3120164,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,=,25.0,%,,,B,CHEMBL3124932,CHEMBL220
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,Inhibition,,,%,,Not Determined,B,CHEMBL3124932,CHEMBL220
CHEMBL3127003,CCN(CCCCOc1ccc(-c2coc3cc(OCCCCN(CC)Cc4ccccc4OC)cc(O)c3c2=O)cc1)Cc1ccccc1OC,Inhibition,=,36.2,%,,,B,CHEMBL3124932,CHEMBL220
CHEMBL3126996,CCN(CCCCOc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1)Cc1ccccc1OC,Inhibition,=,22.0,%,,,B,CHEMBL3124932,CHEMBL220
CHEMBL3127006,CCN(CCCCCCOc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1)Cc1ccccc1,Inhibition,=,18.7,%,,,B,CHEMBL3124932,CHEMBL220
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,Inhibition,<,5.0,%,,,B,CHEMBL3124932,CHEMBL220
CHEMBL345124,CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-],Inhibition,=,82.0,%,,,B,CHEMBL3132857,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,=,22.0,%,,,B,CHEMBL3132857,CHEMBL220
CHEMBL3133437,O=C(CN1CCN(Cc2ccccc2F)CC1)NC1c2cnn(-c3ccccc3)c2-c2c(Br)sc(Br)c21,Inhibition,=,15.0,%,,,B,CHEMBL3132857,CHEMBL220
CHEMBL3133435,O=C(CN1CCN(Cc2ccccc2F)CC1)NC1c2cn[nH]c2-c2c(Br)sc(Br)c21,Inhibition,=,42.0,%,,,B,CHEMBL3132857,CHEMBL220
CHEMBL3133431,O=C(CN1CCN(Cc2ccccc2F)CC1)NC1c2ccsc2-c2c1cnn2-c1ccccc1,Inhibition,=,42.0,%,,,B,CHEMBL3132857,CHEMBL220
CHEMBL3133429,O=C(CN1CCN(Cc2ccccc2F)CC1)NC1c2cn[nH]c2-c2sccc21,Inhibition,=,42.0,%,,,B,CHEMBL3132857,CHEMBL220
CHEMBL3133428,O=C(CN1CCN(Cc2ccccc2)CC1)NC1c2ccsc2-c2c1cnn2-c1ccccc1,Inhibition,=,36.0,%,,,B,CHEMBL3132857,CHEMBL220
CHEMBL3133441,COc1cc2c(cc1OC)C(NC(=O)CN1CCN(Cc3ccccc3F)CC1)c1cn[nH]c1-2,Inhibition,=,50.0,%,,,B,CHEMBL3132857,CHEMBL220
CHEMBL3133438,COc1cc2c(cc1OC)C(NC(=O)CN1CCN(Cc3ccccc3)CC1)c1cn[nH]c1-2,Inhibition,=,49.0,%,,,B,CHEMBL3132857,CHEMBL220
CHEMBL98883,C=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,Inhibition,=,50.0,%,,,B,CHEMBL3217650,CHEMBL220
CHEMBL1760434,Nc1nc(C(F)(F)F)cc2c1[nH]c(=O)n2Cc1ccccc1,Inhibition,=,70.0,%,,,B,CHEMBL3217697,CHEMBL220
CHEMBL510349,O=c1oc2ccccc2cc1-c1ccccc1,Inhibition,,,%,,,B,CHEMBL3217547,CHEMBL220
CHEMBL1783714,Cc1ccc2oc(=O)c(-c3ccccc3)cc2c1,Inhibition,,,%,,,B,CHEMBL3217547,CHEMBL220
CHEMBL1835228,Cc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1,Inhibition,,,%,,,B,CHEMBL3217547,CHEMBL220
CHEMBL252403,O=C(Nc1cc2ccccc2oc1=O)c1ccccc1,Inhibition,,,%,,,B,CHEMBL3217547,CHEMBL220
CHEMBL3220511,COc1ccc(C(=O)Nc2cc3ccccc3oc2=O)cc1OC,Inhibition,,,%,,,B,CHEMBL3217547,CHEMBL220
CHEMBL3220512,COc1cc(C(=O)Nc2cc3ccccc3oc2=O)cc(OC)c1OC,Inhibition,,,%,,,B,CHEMBL3217547,CHEMBL220
CHEMBL1426944,O=C(Nc1cc2ccccc2oc1=O)C1CCCCC1,Inhibition,,,%,,,B,CHEMBL3217547,CHEMBL220
CHEMBL63349,CC(=O)Nc1cc2ccccc2oc1=O,Inhibition,,,%,,,B,CHEMBL3217547,CHEMBL220
CHEMBL3220732,O=C(CBr)Nc1cc2ccccc2oc1=O,Inhibition,,,%,,,B,CHEMBL3217547,CHEMBL220
CHEMBL3220733,O=C(CCl)Nc1cc2ccccc2oc1=O,Inhibition,,,%,,,B,CHEMBL3217547,CHEMBL220
CHEMBL3237521,Cc1ccc(C(=O)c2ccc(O)c(F)c2)cc1,Inhibition,,,%,,,B,CHEMBL3232781,CHEMBL220
CHEMBL3237522,CN(Cc1ccc(C(=O)c2ccc(O)c(F)c2)cc1)Cc1cccc(O)c1,Inhibition,,,%,,,B,CHEMBL3232781,CHEMBL220
CHEMBL3237523,CN(CCO)Cc1ccc(C(=O)c2ccc(O)c(F)c2)cc1,Inhibition,,,%,,,B,CHEMBL3232781,CHEMBL220
CHEMBL3237524,O=C(c1ccc(CN2CCC(O)CC2)cc1)c1ccc(O)c(F)c1,Inhibition,,,%,,,B,CHEMBL3232781,CHEMBL220
CHEMBL3237525,O=C(c1ccc(CN2CCN(c3ccccc3)CC2)cc1)c1ccc(O)c(F)c1,Inhibition,,,%,,,B,CHEMBL3232781,CHEMBL220
CHEMBL3237526,O=C(c1ccc(CN2CCN(Cc3ccccc3)CC2)cc1)c1ccc(O)c(F)c1,Inhibition,,,%,,,B,CHEMBL3232781,CHEMBL220
CHEMBL3237528,CN1CCN(Cc2ccc(C(=O)c3ccc(O)c(F)c3)cc2)CC1,Inhibition,,,%,,,B,CHEMBL3232781,CHEMBL220
CHEMBL3237529,CN(C)CCN(C)Cc1ccc(C(=O)c2ccc(O)c(F)c2)cc1,Inhibition,,,%,,,B,CHEMBL3232781,CHEMBL220
CHEMBL3237530,CN(Cc1ccc(C(=O)c2ccc(O)c(F)c2)cc1)C1CCCCC1,Inhibition,,,%,,,B,CHEMBL3232781,CHEMBL220
CHEMBL3235364,C[C@H]1[C@@H]2[C@@H]3[C@@H]4C[C@@]1(O)OC(=O)[C@@]24CCCC3(C)C,Inhibition,=,28.08,%,,,B,CHEMBL3232729,CHEMBL220
CHEMBL3235365,C[C@H]1[C@@H]2[C@@H]3[C@@H]4C[C@@]1(O)OC[C@@]24CCCC3(C)C,Inhibition,=,25.9,%,,,B,CHEMBL3232729,CHEMBL220
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,Inhibition,=,61.44,%,,,B,CHEMBL3232729,CHEMBL220
CHEMBL3235502,O=C(CCCOc1cccc2[nH]c3ccccc3c12)NCCCNc1c2c(nc3ccccc13)CCCC2,Inhibition,=,57.7,%,,,B,CHEMBL3232801,CHEMBL220
CHEMBL3235503,c1ccc2c(NCCSSCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,Inhibition,=,52.6,%,,,B,CHEMBL3232801,CHEMBL220
CHEMBL2171309,COc1cc(/C=C/C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1O,Inhibition,=,50.3,%,,,B,CHEMBL3232801,CHEMBL220
CHEMBL3233826,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,Inhibition,=,45.0,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL3233827,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,Inhibition,=,50.5,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL3233828,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,Inhibition,=,52.5,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL3233829,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,Inhibition,=,44.7,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL3233830,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,Inhibition,=,48.7,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL3233831,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@@H](C1)C2.Cl,Inhibition,=,36.9,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL3233832,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@H](C1)C2.Cl,Inhibition,=,38.1,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL3234038,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,Inhibition,=,29.2,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL3234039,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,Inhibition,=,38.2,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL3234040,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCc4ccc(CNC(=O)c5cc(O)c6c(c5)C(=O)c5cccc(O)c5C6=O)cc4)c3C(C1)C2.Cl,Inhibition,=,35.2,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL418068,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,Inhibition,,,%,,Not Determined,B,CHEMBL3232829,CHEMBL220
CHEMBL536047,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2.Cl,Inhibition,=,17.1,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL2011499,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@@H](C1)C2.Cl,Inhibition,=,9.1,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL2007996,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2,Inhibition,=,24.7,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL3233832,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@H](C1)C2.Cl,Inhibition,,,%,,,B,CHEMBL3232829,CHEMBL220
CHEMBL3262665,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCCC3C)cc1)NCC2,Inhibition,,,%,,,B,CHEMBL3259766,CHEMBL220
CHEMBL453157,C/C(=C\[C@H]1C[C@@H]([C@@H]2CC[C@]34C[C@]23C=C[C@@H]2[C@@]3(C)CC=C5C[C@@H](c6ccccc6)OC[C@]5(C)[C@@H]3C[C@@H](O)[C@]24C)C(=O)O1)CO,Inhibition,=,28.6,%,,,B,CHEMBL3259686,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,Inhibition,=,59.9,%,,,B,CHEMBL3259686,CHEMBL220
CHEMBL3264710,O=c1nc2scc(-c3ccccc3OCCN3CCOCC3)n2nc1Cc1ccccc1,Inhibition,=,30.46,%,,,B,CHEMBL3259587,CHEMBL220
CHEMBL3264711,COc1ccc(Cc2nn3c(-c4ccccc4OCC(=O)N(C)C)csc3nc2=O)cc1,Inhibition,=,42.74,%,,,B,CHEMBL3259587,CHEMBL220
CHEMBL3264712,Cc1cc(-c2csc3nc(=O)c(Cc4ccccc4)nn23)ccc1OCCN1CCCCC1,Inhibition,=,89.82,%,,,B,CHEMBL3259587,CHEMBL220
CHEMBL3264713,COc1ccc(Cc2nn3c(-c4ccc(OCCN5CCCCC5)c(C)c4)csc3nc2=O)cc1,Inhibition,=,73.92,%,,,B,CHEMBL3259587,CHEMBL220
